applicant_age,applicant_income,coapplicant_income,loan_amount,loan_term,credit_history,employment_status,education,marital_status,dependents,property_area,self_employed,existing_loans,monthly_expenses,savings,debt_to_income_ratio,loan_status,risk_category
36,78398,0,39000,180,1,Employed,Not Graduate,Married,3,Rural,No,0,43607,49009,0.56,Approved,Low Risk
30,53476,0,37000,120,1,Unemployed,Graduate,Single,0,Urban,No,2,17958,44563,0.49,Approved,Low Risk
42,35955,0,11000,60,1,Employed,Graduate,Single,0,Semiurban,No,0,10635,82010,0.36,Approved,Low Risk
48,38379,29350,57000,180,1,Employed,Graduate,Married,0,Semiurban,No,0,20246,60062,0.53,Approved,Low Risk
34,96407,0,177000,60,1,Employed,Graduate,Married,0,Semiurban,No,0,33238,119284,0.34,Approved,Low Risk
41,80968,0,15000,120,1,Unemployed,Not Graduate,Married,0,Urban,No,0,20645,67647,0.31,Approved,Low Risk
43,54932,0,,120,1,Unemployed,Not Graduate,Single,4,Urban,No,2,20960,72550,0.58,Rejected,Medium Risk
43,89261,21123,49000,84,1,Employed,Graduate,Married,0,Urban,No,1,48191,171185,0.66,Approved,Low Risk
38,33497,46030,21000,60,1,Employed,Graduate,Married,4,Semiurban,No,0,12823,48565,0.38,Approved,Low Risk
43,57778,0,58000,240,1,Employed,Graduate,Single,3,Urban,No,1,18566,23623,0.4,Approved,Low Risk
36,45881,0,47000,36,0,Unemployed,Not Graduate,Single,0,Semiurban,No,1,19114,27960,0.5,Rejected,High Risk
50,84676,25187,78000,180,1,Employed,Graduate,Married,2,Rural,No,1,35454,45178,0.51,Approved,Low Risk
34,73937,0,106000,360,1,Employed,Not Graduate,Married,0,Urban,No,1,29108,123154,0.48,Approved,Low Risk
44,45048,0,52000,120,1,Employed,Not Graduate,Married,4,Semiurban,Yes,0,23457,63876,0.52,Rejected,Medium Risk
45,76441,11626,96000,48,1,Employed,Graduate,Married,0,Urban,No,1,26067,105889,0.42,Approved,Low Risk
34,31497,23985,18000,240,1,Unemployed,Graduate,Married,1,Urban,No,0,10237,34774,0.37,Approved,Low Risk
51,32472,21167,63000,36,1,Employed,Graduate,Married,3,Urban,No,0,14052,50444,0.48,Approved,Low Risk
45,39001,0,37000,180,1,Employed,Not Graduate,Single,0,Semiurban,No,0,14397,57552,0.41,Approved,Low Risk
29,83777,22494,27000,240,1,Employed,Graduate,Married,0,Rural,No,0,27065,61860,0.32,Approved,Low Risk
52,70514,0,85000,180,0,Employed,Graduate,Single,1,Urban,No,1,20522,17716,0.41,Rejected,High Risk
46,42756,23160,44000,36,1,Employed,Graduate,Married,2,Rural,No,2,20035,0,0.62,Rejected,High Risk
39,52747,15734,34000,360,1,Employed,Not Graduate,Married,0,Urban,No,2,19588,39691,0.52,Approved,Low Risk
32,45786,23303,88000,36,0,Employed,Not Graduate,Married,3,Urban,No,0,22307,24289,0.52,Rejected,High Risk
33,115020,0,48000,24,1,Employed,Graduate,Married,4,Urban,No,1,67404,115628,0.66,Approved,Low Risk
38,48873,20872,52000,60,1,Employed,Graduate,Married,0,Semiurban,No,0,18279,62795,0.37,Approved,Low Risk
28,26920,0,17000,240,1,Employed,Graduate,Married,3,Urban,No,0,12922,20949,0.48,Approved,Low Risk
47,61089,0,50000,240,0,Employed,Graduate,Single,1,Urban,No,3,29017,10562,0.77,Rejected,High Risk
48,72559,44693,93000,60,1,Employed,Not Graduate,Married,1,Semiurban,No,0,30618,110793,0.47,Approved,Low Risk
46,36614,0,33000,60,1,Employed,Not Graduate,Single,0,Urban,No,0,18486,52151,0.54,Approved,Medium Risk
44,28902,0,,120,1,Employed,Graduate,Single,1,Semiurban,No,2,10199,36641,0.5,Rejected,Medium Risk
54,48669,60427,71000,180,1,Employed,Not Graduate,Married,3,Rural,Yes,0,25107,46959,0.59,Approved,Low Risk
50,47957,16513,50000,240,1,Employed,Not Graduate,Married,,Rural,Yes,0,13319,67502,0.28,Approved,Low Risk
47,22972,0,12000,84,0,Employed,Not Graduate,Single,4,Urban,No,0,7589,10416,0.33,Approved,High Risk
37,34394,0,47000,12,0,Employed,Not Graduate,Married,4,Semiurban,No,2,14968,9342,0.66,Rejected,High Risk
53,39207,0,63000,48,1,Employed,Not Graduate,Single,1,Urban,No,0,17630,66232,0.45,Approved,Medium Risk
37,43266,0,33000,36,0,Employed,Not Graduate,Single,4,Rural,Yes,1,28055,8678,0.72,Rejected,High Risk
49,39831,22997,84000,12,,Employed,Graduate,Married,1,Urban,No,1,20455,46051,0.59,Approved,Medium Risk
41,49558,56339,92000,24,1,Employed,Graduate,Married,2,Urban,No,1,20420,19613,0.51,Rejected,Low Risk
65,44730,24438,67000,84,1,Employed,Graduate,Married,1,Urban,No,0,14973,58936,0.33,Approved,Low Risk
36,27328,18505,47000,60,1,Unemployed,Not Graduate,Married,1,Semiurban,No,2,11521,20125,0.64,Rejected,High Risk
51,24564,0,25000,180,1,Employed,Graduate,Single,2,Urban,No,0,12146,12516,0.49,Approved,Medium Risk
41,107423,0,43000,60,1,Employed,Graduate,Married,2,Urban,Yes,2,58657,108822,0.7,Approved,Low Risk
45,38174,0,14000,48,1,Unemployed,Not Graduate,Single,2,Rural,No,1,19377,57144,0.59,Rejected,Medium Risk
42,60014,28160,113000,84,1,Employed,Graduate,Married,3,Urban,No,1,20687,21454,0.42,Approved,Low Risk
43,75173,0,49000,360,1,Employed,Not Graduate,Single,4,Urban,No,0,34702,87353,0.46,Approved,Low Risk
24,51169,0,55000,60,1,Employed,Not Graduate,Married,0,Semiurban,No,0,20385,88199,0.44,Approved,Low Risk
31,54634,0,90000,60,1,Employed,Not Graduate,Married,2,Urban,No,0,17840,104574,0.33,Approved,Low Risk
42,29112,0,22000,180,,Employed,Graduate,Married,2,Urban,No,1,11791,35168,0.53,Approved,Low Risk
36,35898,35794,95000,180,1,Employed,Graduate,Married,2,Urban,Yes,0,12098,23063,0.37,Approved,Low Risk
35,20227,0,10000,120,1,Employed,Not Graduate,Single,3,Rural,Yes,1,13079,18030,0.74,Rejected,High Risk
54,22272,0,18000,180,0,Unemployed,Graduate,Single,4,Rural,No,0,11121,10759,0.5,Rejected,High Risk
46,36312,0,58000,60,1,Employed,Graduate,Single,4,Rural,No,0,14218,59977,0.41,Approved,Medium Risk
55,75793,0,49000,24,0,Employed,Graduate,Married,3,Urban,No,0,42655,45933,0.6,Rejected,High Risk
25,65867,0,32000,12,1,Employed,Graduate,Single,2,Urban,Yes,1,27448,0,0.49,Rejected,High Risk
34,102910,35682,76000,36,1,Employed,Graduate,Married,1,Semiurban,No,1,41255,73463,0.48,Approved,Low Risk
43,35054,0,46000,60,1,Unemployed,Graduate,Single,3,Semiurban,No,0,11388,34978,0.33,Approved,Low Risk
27,22879,0,34000,36,1,Unemployed,Not Graduate,Single,4,Urban,No,1,12818,42203,0.64,Rejected,High Risk
37,50655,0,30000,24,,Employed,Not Graduate,Married,3,Urban,No,0,23321,16361,0.46,Rejected,Medium Risk
28,61281,23021,77000,36,1,Employed,Not Graduate,Married,0,Urban,No,3,26708,29245,0.7,Rejected,High Risk
40,29905,0,17000,84,1,Employed,Graduate,Single,0,Rural,Yes,2,8380,33305,0.44,Approved,Low Risk
36,61602,0,99000,240,1,Employed,Graduate,Married,2,Urban,No,1,23067,68962,0.45,Approved,Low Risk
31,47236,0,52000,120,1,Unemployed,Not Graduate,Married,3,Urban,No,0,15677,54954,0.35,Approved,Low Risk
40,39032,30983,33000,12,1,Employed,Graduate,Married,1,Urban,Yes,0,20090,48425,0.53,Approved,Low Risk
26,45694,25002,26000,24,1,Unemployed,Graduate,Married,1,Urban,No,1,23237,57582,0.59,Approved,Low Risk
32,19126,17644,12000,36,1,Unemployed,Not Graduate,Married,3,Rural,No,0,9473,38386,0.52,Approved,Low Risk
48,71363,20749,65000,360,0,Employed,Graduate,Married,1,Rural,No,1,36465,36324,0.62,Approved,High Risk
45,20314,26113,27000,360,0,Employed,Graduate,Married,0,Rural,No,0,7099,3972,0.39,Rejected,Medium Risk
21,45337,0,45000,240,,Employed,Not Graduate,Single,1,Semiurban,No,1,17268,35559,0.46,Rejected,Medium Risk
45,82210,0,,48,1,Employed,Not Graduate,Married,2,Semiurban,Yes,0,26792,159313,0.34,Approved,Low Risk
49,100898,0,46000,60,1,Employed,Graduate,Married,2,Semiurban,Yes,1,46769,45840,0.6,Approved,Low Risk
33,60084,44193,92000,120,1,Unemployed,Graduate,Married,3,Semiurban,No,0,27515,42861,0.46,Approved,Low Risk
22,78072,0,11000,180,1,Employed,Not Graduate,Single,0,Urban,No,0,34737,0,0.44,Approved,Medium Risk
47,68027,0,95000,120,1,,Not Graduate,Single,,Rural,Yes,0,22088,68202,0.34,Approved,Low Risk
29,50651,0,26000,120,0,Employed,Not Graduate,Single,4,Semiurban,No,0,24900,9870,0.49,Rejected,High Risk
40,39738,18394,50000,36,1,Employed,Graduate,Married,2,Urban,No,1,10706,39818,0.34,Approved,Low Risk
30,53918,0,47000,240,1,Employed,Graduate,Married,1,Rural,Yes,0,13910,79920,0.26,Approved,Low Risk
30,68094,31321,65000,360,1,Employed,Graduate,Married,0,Urban,Yes,2,16931,75008,0.4,Approved,Low Risk
44,53240,26919,142000,84,1,Employed,Not Graduate,Married,0,Semiurban,Yes,1,19938,0,0.47,Rejected,High Risk
41,33976,0,29000,36,1,Employed,Graduate,Married,2,Urban,No,0,10400,46589,0.31,Approved,Low Risk
42,60477,35125,74000,60,1,Employed,Not Graduate,Married,2,Urban,Yes,1,24115,54647,0.49,Approved,Low Risk
37,51876,0,18000,48,0,Employed,Not Graduate,Single,0,Rural,Yes,0,19263,18302,0.39,Approved,Medium Risk
45,33085,0,23000,48,1,Employed,Graduate,Married,1,Rural,No,1,16786,26413,0.58,Approved,Low Risk
50,45578,21715,33000,180,1,Unemployed,Graduate,Married,3,Urban,No,2,16071,19067,0.5,Approved,Low Risk
31,107638,0,123000,48,1,Employed,Graduate,Married,1,Urban,No,1,39893,199227,0.45,Approved,Low Risk
48,61692,0,10000,36,1,Employed,Not Graduate,Single,3,Semiurban,No,0,28533,0,0.5,Rejected,High Risk
42,50109,0,101000,84,0,Employed,Not Graduate,Single,2,Urban,No,0,23715,8887,0.47,Rejected,High Risk
39,59640,0,100000,84,1,Employed,Not Graduate,Single,0,Rural,Yes,0,28968,92824,0.49,Rejected,Low Risk
32,80703,0,13000,120,1,Unemployed,Graduate,Single,3,Semiurban,No,1,21852,74123,0.37,Approved,Low Risk
34,124311,24454,145000,36,1,Employed,Graduate,Married,0,Urban,No,2,66978,69510,0.69,Approved,Low Risk
34,92779,57205,82000,36,1,Employed,Not Graduate,Married,4,Urban,Yes,1,36970,64221,0.47,Approved,Low Risk
42,46885,0,51000,48,1,Unemployed,Not Graduate,Married,1,Semiurban,No,0,21923,19564,0.47,Approved,Medium Risk
26,53619,77172,104000,360,0,Employed,Not Graduate,Married,4,Rural,No,1,21271,16072,0.47,Rejected,High Risk
30,43548,0,50000,48,1,Employed,Not Graduate,Single,1,Semiurban,No,0,15880,39853,0.36,Approved,Low Risk
33,30632,0,19000,84,1,Employed,Not Graduate,Married,1,Urban,No,0,12498,39301,0.44,Approved,Low Risk
32,68862,0,114000,36,1,Employed,Graduate,Married,2,Urban,No,0,23413,0,0.34,Approved,High Risk
28,95363,126727,254000,240,1,Employed,Not Graduate,Married,1,Urban,No,0,45968,196606,0.5,Approved,Low Risk
47,59747,0,30000,60,1,Employed,Graduate,Single,0,Urban,No,4,30978,119683,0.88,Approved,High Risk
41,33944,0,,60,1,Employed,Not Graduate,Single,4,Semiurban,No,3,15466,64583,0.73,Rejected,High Risk
62,92737,0,44000,12,0,Employed,Not Graduate,Single,2,Urban,No,0,34040,0,0.37,Rejected,High Risk
37,46547,0,23000,360,0,Employed,Not Graduate,Married,0,Semiurban,No,4,17858,25416,0.68,Rejected,High Risk
22,33222,0,31000,48,0,Employed,Graduate,Married,0,Rural,No,0,9110,5611,0.27,Rejected,High Risk
33,37623,0,50000,36,1,Employed,Not Graduate,Single,2,Urban,No,2,13439,21333,0.57,Rejected,High Risk
30,94970,34759,79000,240,,Unemployed,Not Graduate,Married,1,Semiurban,No,0,33926,72618,0.36,Approved,Low Risk
36,51383,0,66000,24,1,Employed,Not Graduate,Single,0,Rural,No,0,19211,21009,0.38,Approved,Low Risk
35,75349,31025,52000,48,1,Employed,Graduate,Married,2,Rural,No,0,34295,70256,0.46,Approved,Low Risk
39,58055,0,11000,240,1,Employed,Graduate,Single,0,Rural,No,0,21732,43760,0.37,Approved,Low Risk
47,48764,0,64000,60,1,Employed,Graduate,Single,1,Semiurban,No,0,16046,92389,0.33,Approved,Low Risk
39,48567,48277,67000,60,0,Unemployed,Not Graduate,Married,2,Rural,No,0,21321,27514,0.44,Rejected,High Risk
36,45502,45680,97000,24,0,Employed,Not Graduate,Married,,Urban,Yes,2,18506,0,0.56,Rejected,High Risk
61,62681,20880,92000,24,1,Employed,Graduate,Married,1,Rural,No,3,32370,67971,0.74,Rejected,High Risk
25,77109,0,78000,180,1,Employed,Not Graduate,Married,2,Urban,No,0,26271,66069,0.34,Approved,Low Risk
48,62535,35215,117000,36,1,Unemployed,Not Graduate,Married,0,Urban,No,1,32702,161012,0.6,Approved,Low Risk
40,32542,0,38000,12,0,Employed,Not Graduate,Single,0,Semiurban,No,1,8220,6344,0.33,Rejected,High Risk
44,28809,0,34000,12,,Employed,Not Graduate,Single,3,Rural,Yes,1,13331,65282,0.54,Approved,High Risk
23,33571,20292,22000,60,1,Employed,Not Graduate,Married,1,Semiurban,No,0,13251,0,0.43,Rejected,High Risk
36,17000,0,,180,1,Employed,Not Graduate,Single,2,Rural,No,0,6944,22307,0.41,Rejected,High Risk
33,34129,0,55000,60,1,Employed,Graduate,Single,4,Urban,No,0,20110,39246,0.61,Rejected,High Risk
42,22849,0,17000,60,1,Employed,Graduate,Single,0,Semiurban,No,3,8107,46042,0.58,Rejected,High Risk
37,56043,85195,102000,48,1,Employed,Graduate,Married,3,Urban,Yes,0,33791,35060,0.6,Approved,Low Risk
42,46612,0,61000,240,1,Unemployed,Graduate,Married,1,Semiurban,No,0,15266,101161,0.34,Approved,Low Risk
48,21112,0,13000,60,0,Employed,Graduate,Married,0,Rural,No,1,9746,13341,0.54,Rejected,High Risk
47,56681,0,99000,12,1,Employed,Graduate,Married,3,Urban,No,2,26483,65117,0.62,Rejected,High Risk
41,49960,0,58000,60,0,Employed,Not Graduate,Single,1,Urban,No,0,22129,26453,0.47,Rejected,High Risk
31,33742,31129,22000,84,1,Unemployed,Not Graduate,Married,3,Urban,No,0,10533,54579,0.37,Rejected,Low Risk
37,72206,26350,52000,36,1,Unemployed,Not Graduate,Married,3,Urban,No,0,32687,49412,0.45,Approved,Low Risk
54,54151,0,16000,120,,Employed,Not Graduate,Single,3,Semiurban,Yes,0,28523,34711,0.53,Approved,Low Risk
34,49372,0,28000,180,1,Employed,Not Graduate,Married,1,Semiurban,No,1,14950,60094,0.4,Approved,Low Risk
42,68161,19239,115000,60,1,Employed,Graduate,Married,0,Semiurban,No,0,30636,50540,0.5,Approved,Low Risk
31,18782,0,10000,48,1,Employed,Graduate,Single,0,Semiurban,Yes,2,7473,0,0.58,Rejected,High Risk
63,27244,41274,62000,24,1,Employed,Not Graduate,Married,0,Rural,No,0,7949,64304,0.29,Approved,Low Risk
35,48223,0,66000,60,1,Employed,Not Graduate,Single,1,Rural,No,0,16646,19206,0.35,Approved,Low Risk
30,54837,33259,49000,120,1,Employed,Not Graduate,Married,1,Semiurban,No,1,18020,70225,0.4,Approved,Low Risk
32,18325,80820,101000,48,1,,Graduate,Married,1,Urban,No,2,8600,10444,0.62,Approved,High Risk
43,21916,0,10000,12,1,Employed,Graduate,Married,0,Urban,No,0,5908,20241,0.27,Approved,Low Risk
43,36139,0,12000,48,,Employed,Not Graduate,Single,3,Semiurban,No,1,17153,49390,0.57,Approved,Low Risk
50,54711,0,31000,180,1,Employed,Graduate,Single,2,Urban,Yes,1,27480,83810,0.58,Approved,Low Risk
29,33882,0,20000,24,1,Unemployed,Not Graduate,Married,0,Semiurban,No,0,9972,36320,0.33,Approved,Low Risk
52,47754,38231,105000,360,1,Employed,Not Graduate,Married,2,Semiurban,Yes,0,15143,62312,0.32,Approved,Low Risk
37,54674,17865,24000,60,1,Employed,Not Graduate,Married,3,Urban,No,0,17422,62297,0.32,Approved,Low Risk
49,28361,0,,24,1,Employed,Graduate,Single,3,Rural,No,2,15654,11281,0.7,Rejected,High Risk
21,43043,10281,80000,240,1,Employed,Graduate,Married,3,Urban,No,0,15628,56594,0.37,Approved,Low Risk
24,61350,0,44000,120,1,Employed,Graduate,Married,1,Urban,Yes,0,22156,52716,0.41,Approved,Low Risk
42,46898,21280,29000,360,,Unemployed,Not Graduate,Married,2,Semiurban,No,0,14852,73730,0.35,Approved,Low Risk
37,55142,26424,88000,240,1,Employed,Not Graduate,Married,2,Semiurban,No,0,21816,58063,0.4,Approved,Low Risk
42,34780,21141,15000,120,1,Unemployed,Graduate,Married,4,Rural,No,0,17498,19161,0.53,Approved,Low Risk
30,42144,80582,76000,180,0,Unemployed,Not Graduate,Married,1,Urban,No,1,21177,21568,0.58,Rejected,High Risk
21,58743,0,112000,240,1,Employed,Graduate,Married,1,Urban,No,0,23623,53608,0.4,Rejected,Low Risk
37,35947,0,17000,48,1,Unemployed,Not Graduate,Single,0,Rural,No,1,18524,23463,0.6,Rejected,High Risk
45,82837,0,96000,60,1,Employed,Not Graduate,Married,0,Rural,No,0,36031,62144,0.47,Approved,Low Risk
36,15068,27061,13000,60,1,Employed,Graduate,Married,2,Urban,No,1,6017,11581,0.47,Approved,Low Risk
38,36125,80909,157000,120,,Employed,Not Graduate,Married,1,Semiurban,No,1,9891,73046,0.38,Approved,Low Risk
44,56618,47495,29000,48,1,Employed,Not Graduate,Married,0,Urban,No,0,19762,19039,0.35,Approved,Low Risk
37,22256,0,10000,240,,Unemployed,Not Graduate,Married,0,Rural,No,0,7883,31537,0.37,Approved,Low Risk
33,33505,31970,96000,120,1,Employed,Graduate,Married,2,Rural,No,1,12299,78838,0.44,Approved,Low Risk
34,26542,35771,58000,24,1,Employed,Not Graduate,Married,1,Urban,No,0,10651,37636,0.4,Approved,Low Risk
28,36981,0,15000,120,1,Employed,Not Graduate,Single,2,Urban,Yes,1,12429,13206,0.41,Approved,Low Risk
38,26156,0,14000,360,1,Unemployed,Graduate,Single,2,Urban,No,1,7289,37417,0.39,Approved,Low Risk
48,24687,0,30000,120,,Employed,Not Graduate,Single,1,Rural,No,2,11181,28242,0.6,Rejected,High Risk
37,15787,0,13000,240,1,Employed,Graduate,Single,3,Urban,No,3,5750,19129,0.63,Rejected,High Risk
27,36137,0,37000,24,1,Unemployed,Graduate,Married,0,Semiurban,No,1,8997,38592,0.34,Approved,Low Risk
30,47387,37058,140000,60,1,Employed,Graduate,Married,4,Urban,No,4,20314,35359,0.73,Rejected,High Risk
27,41611,0,41000,84,1,Employed,Not Graduate,Single,1,Rural,Yes,0,19928,18803,0.48,Rejected,Medium Risk
31,60671,0,22000,36,1,Employed,Graduate,Single,3,Urban,No,0,30521,0,0.5,Rejected,High Risk
28,41788,32723,78000,120,1,Employed,Graduate,Married,1,Semiurban,No,1,17903,26261,0.5,Approved,Low Risk
55,46230,0,52000,48,0,Unemployed,Not Graduate,Single,4,Urban,No,3,24600,17252,0.81,Rejected,High Risk
50,58883,0,20000,180,1,Unemployed,Not Graduate,Married,1,Rural,No,0,23883,65648,0.42,Approved,Low Risk
31,58676,33476,30000,180,0,Unemployed,Not Graduate,Married,4,Rural,No,3,32418,28456,0.78,Rejected,High Risk
49,59522,20791,92000,360,,Employed,Not Graduate,Married,2,Semiurban,No,0,27330,57511,0.46,Approved,Low Risk
38,49130,66025,143000,60,1,Unemployed,Not Graduate,Married,2,Urban,No,0,19259,47484,0.4,Approved,Low Risk
34,30501,17109,27000,60,1,Employed,Graduate,Married,0,Semiurban,No,1,10482,0,0.43,Rejected,High Risk
50,63402,9539,71000,120,1,Employed,Graduate,Married,1,Urban,No,2,34550,40348,0.7,Rejected,Medium Risk
33,56088,18258,60000,12,1,Employed,Not Graduate,Married,0,Urban,No,0,22447,74072,0.4,Approved,Low Risk
30,71682,0,37000,60,1,Employed,Not Graduate,Married,2,Urban,No,4,27929,56712,0.72,Rejected,Medium Risk
57,22942,0,30000,120,1,Unemployed,Graduate,Single,0,Semiurban,No,0,11479,30942,0.5,Rejected,High Risk
27,72646,0,46000,36,1,Employed,Graduate,Single,2,Rural,No,2,33958,100084,0.62,Approved,Low Risk
44,65135,0,51000,84,1,Employed,Not Graduate,Married,0,Urban,No,2,27542,123641,0.59,Approved,Low Risk
24,54089,0,29000,60,1,Unemployed,Not Graduate,Married,3,Urban,No,1,16044,57585,0.39,Approved,Low Risk
42,47185,0,54000,360,1,Employed,Not Graduate,Single,0,Semiurban,No,1,19317,31656,0.51,Rejected,Medium Risk
38,33602,0,65000,12,0,Unemployed,Not Graduate,Single,3,Urban,No,0,11364,12622,0.34,Rejected,High Risk
42,41561,0,30000,180,,Employed,Graduate,Single,0,Urban,No,0,17365,51619,0.42,Approved,Low Risk
54,30143,9336,31000,60,,Employed,Graduate,Married,0,Semiurban,No,1,7555,42250,0.33,Approved,Low Risk
34,85310,0,37000,120,1,Unemployed,Not Graduate,Married,0,Urban,No,0,26739,168899,0.32,Approved,Low Risk
21,63713,0,48000,120,,Employed,Not Graduate,Single,4,Rural,No,0,27712,42735,0.47,Approved,Low Risk
21,35912,0,14000,36,1,Employed,Graduate,Single,0,Urban,Yes,0,14521,29366,0.4,Approved,Low Risk
45,104868,25445,188000,120,1,Employed,Graduate,Married,1,Rural,No,0,46281,86197,0.46,Approved,Low Risk
22,38115,0,51000,240,1,Unemployed,Not Graduate,Single,3,Rural,No,0,18279,23316,0.5,Rejected,High Risk
39,42843,30646,44000,36,1,Employed,Graduate,Married,2,Rural,No,0,23190,122866,0.54,Approved,Low Risk
26,17110,0,10000,120,1,Employed,Graduate,Single,2,Urban,Yes,1,8636,25535,0.58,Rejected,High Risk
41,21936,0,10000,24,1,Employed,Not Graduate,Single,2,Urban,Yes,0,7618,25105,0.36,Approved,Low Risk
49,70227,0,104000,36,1,Employed,Graduate,Single,0,Semiurban,Yes,4,23012,147952,0.63,Rejected,High Risk
37,57167,24556,130000,36,1,Employed,Graduate,Married,0,Semiurban,No,0,18181,64405,0.33,Approved,Low Risk
44,91914,0,65000,60,1,Employed,Graduate,Single,,Urban,No,0,43721,164261,0.5,Approved,Low Risk
41,74161,7345,170000,36,0,Unemployed,Not Graduate,Married,1,Urban,No,0,22302,12928,0.3,Rejected,High Risk
50,41291,20132,19000,48,1,Employed,Graduate,Married,1,Urban,No,1,16504,24811,0.47,Approved,Low Risk
39,26761,0,22000,360,1,Employed,Graduate,Married,2,Rural,Yes,0,11212,51185,0.46,Approved,Low Risk
24,104892,15669,82000,60,0,Unemployed,Not Graduate,Married,,Urban,No,3,58160,44286,0.78,Rejected,High Risk
50,52257,0,58000,12,1,Unemployed,Graduate,Single,0,Urban,No,0,14581,93917,0.3,Approved,Low Risk
23,38304,0,53000,24,1,Employed,Graduate,Married,1,Rural,No,3,10579,66775,0.54,Rejected,High Risk
44,57327,20626,62000,24,1,Employed,Graduate,Married,2,Semiurban,No,0,29805,53940,0.55,Approved,Low Risk
50,64174,0,32000,60,1,Employed,Not Graduate,Married,1,Semiurban,No,0,29067,38946,0.45,Approved,Low Risk
46,68956,0,49000,48,1,Employed,Not Graduate,Married,4,Urban,No,1,28097,110496,0.48,Approved,Low Risk
34,40030,0,18000,48,1,Employed,Not Graduate,Single,0,Urban,No,0,18537,53775,0.46,Approved,Low Risk
41,55864,0,86000,36,1,Unemployed,Not Graduate,Single,4,Urban,No,1,30016,69795,0.66,Rejected,High Risk
40,66422,0,58000,12,1,Employed,Not Graduate,Single,2,Semiurban,No,0,28229,119177,0.42,Approved,Low Risk
39,39369,0,39000,24,1,Employed,Graduate,Single,2,Semiurban,No,0,17345,60465,0.44,Approved,Low Risk
21,73181,43019,94000,84,1,Employed,Graduate,Married,1,Rural,No,0,34998,81570,0.48,Approved,Low Risk
45,89033,0,87000,180,1,Employed,Graduate,Single,0,Urban,No,1,27971,118217,0.39,Approved,Low Risk
25,44763,0,72000,36,1,Employed,Graduate,Married,3,Semiurban,No,0,22696,34107,0.51,Approved,Medium Risk
21,79190,23168,60000,12,1,Employed,Not Graduate,Married,2,Urban,No,0,40059,156077,0.51,Approved,Low Risk
41,43400,0,48000,48,1,Employed,Graduate,Single,1,Urban,No,0,14094,42818,0.32,Approved,Low Risk
33,37503,0,32000,120,1,Employed,Not Graduate,Single,1,Semiurban,No,0,12353,30129,0.34,Approved,Low Risk
27,34437,28401,46000,180,1,Employed,Not Graduate,Married,1,Rural,No,1,13152,36238,0.46,Approved,Low Risk
24,55878,0,21000,84,1,Employed,Graduate,Single,3,Urban,No,0,25984,34509,0.49,Approved,Low Risk
23,76718,0,51000,24,1,Employed,Graduate,Single,1,Urban,No,0,34882,44340,0.45,Approved,Low Risk
39,88067,0,104000,120,1,Employed,Graduate,Single,3,Urban,Yes,0,50763,103658,0.63,Approved,Low Risk
37,60730,15155,,24,1,Employed,Not Graduate,Married,1,Rural,No,3,33252,79979,0.77,Rejected,Medium Risk
31,68870,21557,56000,120,0,Employed,Not Graduate,Married,2,Semiurban,No,3,32038,34467,0.73,Rejected,High Risk
29,48456,17595,39000,84,1,Employed,Not Graduate,Married,4,Semiurban,Yes,1,30233,35828,0.7,Approved,Low Risk
37,41824,0,72000,60,1,Employed,Graduate,Single,2,Rural,No,1,16063,45955,0.48,Rejected,Medium Risk
34,64125,0,20000,24,1,Employed,Not Graduate,Married,4,Semiurban,No,0,23286,44506,0.36,Approved,Low Risk
31,33836,0,34000,12,1,Employed,Graduate,Single,1,Semiurban,No,0,14287,77247,0.42,Approved,Low Risk
38,15985,0,10000,120,1,Employed,Graduate,Single,4,Urban,No,0,6304,16013,0.4,Approved,Low Risk
41,39618,19909,49000,120,1,Employed,Graduate,Married,2,Rural,No,1,18602,29715,0.55,Approved,Low Risk
35,79549,0,127000,120,1,Unemployed,Not Graduate,Single,1,Semiurban,No,1,38872,137197,0.56,Rejected,High Risk
41,26577,0,31000,36,1,Unemployed,Not Graduate,Married,0,Urban,No,1,13762,18470,0.6,Rejected,High Risk
21,50533,31636,38000,60,1,Employed,Graduate,Married,2,Rural,No,0,16453,34305,0.33,Approved,Low Risk
36,72433,26110,125000,12,1,Employed,Graduate,Married,0,Rural,No,0,30719,70782,0.44,Approved,Low Risk
42,70020,0,77000,36,1,Employed,Graduate,Single,0,Urban,No,0,21222,93075,0.34,Approved,Low Risk
42,28911,25954,46000,60,0,Employed,Not Graduate,Married,4,Rural,Yes,3,8932,17053,0.57,Rejected,High Risk
43,21996,0,15000,48,1,Unemployed,Graduate,Single,0,Rural,No,0,9888,36034,0.45,Approved,Medium Risk
63,124956,0,102000,180,1,Employed,Graduate,Single,2,Rural,No,0,70302,173320,0.6,Approved,Low Risk
43,28248,0,12000,360,1,Employed,Not Graduate,Single,4,Semiurban,No,1,10694,21873,0.45,Approved,Low Risk
51,28655,0,10000,180,1,Employed,Graduate,Single,1,Urban,No,0,8073,12032,0.35,Approved,Low Risk
45,15000,95023,70000,36,1,Employed,Not Graduate,Married,3,Rural,Yes,0,5278,9583,0.36,Approved,Low Risk
36,27237,0,25000,60,,Unemployed,Not Graduate,Married,0,Urban,No,0,11616,30725,0.43,Rejected,Medium Risk
31,99190,0,92000,36,1,Employed,Graduate,Married,0,Rural,No,0,47426,0,0.48,Approved,High Risk
34,37689,38074,49000,120,1,Employed,Graduate,Married,3,Semiurban,Yes,0,23769,70803,0.63,Approved,Low Risk
